Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"PKI","PERKINELMER INC","Equity","0.06","97.10","256,889.00","24,943,921.90","24,943,921.90","Health Care","2305844","US7140461093","New York Stock Exchange Inc."
"LEA","LEAR CORP","Equity","0.06","137.20","179,611.00","24,642,629.20","24,642,629.20","Consumer Discretionary","B570P91","US5218652049","New York Stock Exchange Inc."
"ETFC","E TRADE FINANCIAL CORP","Equity","0.06","45.37","540,612.00","24,527,566.44","24,527,566.44","Financials","2299011","US2692464017","NASDAQ"
"CTLT","CATALENT INC","Equity","0.06","56.30","433,427.00","24,401,940.10","24,401,940.10","Health Care","BP96PQ4","US1488061029","New York Stock Exchange Inc."
"OMC","OMNICOM GROUP INC","Equity","0.06","81.02","300,342.00","24,333,708.84","24,333,708.84","Communication","2279303","US6819191064","New York Stock Exchange Inc."
"RPM","RPM INTERNATIONAL INC","Equity","0.06","76.76","315,542.00","24,221,003.92","24,221,003.92","Materials","2756174","US7496851038","New York Stock Exchange Inc."
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Equity","0.06","23.10","1,044,965.00","24,138,691.50","24,138,691.50","Communication","2466321","US4606901001","New York Stock Exchange Inc."
"IRM","IRON MOUNTAIN INC","Equity","0.06","31.87","755,809.00","24,087,632.83","24,087,632.83","Real Estate","BVFTF03","US46284V1017","New York Stock Exchange Inc."
"JNPR","JUNIPER NETWORKS INC","Equity","0.06","24.63","972,565.00","23,954,275.95","23,954,275.95","Information Technology","2431846","US48203R1041","New York Stock Exchange Inc."
"JLL","JONES LANG LASALLE INC","Equity","0.06","174.09","136,392.00","23,744,483.28","23,744,483.28","Real Estate","2040640","US48020Q1076","New York Stock Exchange Inc."
"KSS","KOHLS CORP","Equity","0.06","50.95","464,785.00","23,680,795.75","23,680,795.75","Consumer Discretionary","2496113","US5002551043","New York Stock Exchange Inc."
"BG","BUNGE LTD","Equity","0.06","57.55","411,444.00","23,678,602.20","23,678,602.20","Consumer Staples","2788713","BMG169621056","New York Stock Exchange Inc."
"AAP","ADVANCE AUTO PARTS INC","Equity","0.06","160.16","147,689.00","23,653,870.24","23,653,870.24","Consumer Discretionary","2822019","US00751Y1064","New York Stock Exchange Inc."
"STOR","STORE CAPITAL CORP","Equity","0.06","37.24","631,814.00","23,528,753.36","23,528,753.36","Real Estate","BSKRKJ5","US8621211007","New York Stock Exchange Inc."
"BIO","BIO RAD LABORATORIES INC CLASS A","Equity","0.06","370.03","63,485.00","23,491,354.55","23,491,354.55","Health Care","2098508","US0905722072","New York Stock Exchange Inc."
"MHK","MOHAWK INDUSTRIES INC","Equity","0.05","136.38","171,701.00","23,416,582.38","23,416,582.38","Consumer Discretionary","2598699","US6081901042","New York Stock Exchange Inc."
"AFG","AMERICAN FINANCIAL GROUP INC","Equity","0.05","109.65","213,246.00","23,382,423.90","23,382,423.90","Financials","2134532","US0259321042","New York Stock Exchange Inc."
"RS","RELIANCE STEEL & ALUMINUM","Equity","0.05","119.76","194,521.00","23,295,834.96","23,295,834.96","Materials","2729068","US7595091023","New York Stock Exchange Inc."
"IAC","IAC INTERACTIVE","Equity","0.05","249.11","93,227.00","23,223,777.97","23,223,777.97","Communication","B0F0F09","US44919P5089","NASDAQ"
"AIZ","ASSURANT INC","Equity","0.05","131.08","176,872.00","23,184,381.76","23,184,381.76","Financials","2331430","US04621X1081","New York Stock Exchange Inc."
"CZR","CAESARS ENTERTAINMENT CORP","Equity","0.05","13.60","1,701,559.00","23,141,202.40","23,141,202.40","Consumer Discretionary","B3TDL41","US1276861036","NASDAQ"
"ALB","ALBEMARLE CORP","Equity","0.05","73.04","314,801.00","22,993,065.04","22,993,065.04","Materials","2046853","US0126531013","New York Stock Exchange Inc."
"PSA","PUBLIC STORAGE REIT","Equity","0.05","212.96","107,336.00","22,858,274.56","22,858,274.56","Real Estate","2852533","US74460D1090","New York Stock Exchange Inc."
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Equity","0.05","51.65","441,723.00","22,814,992.95","22,814,992.95","Real Estate","BJLNBG3","US03748R7540","New York Stock Exchange Inc."
"RE","EVEREST RE GROUP LTD","Equity","0.05","276.84","82,341.00","22,795,282.44","22,795,282.44","Financials","2556868","BMG3223R1088","New York Stock Exchange Inc."
"PVH","PVH CORP","Equity","0.05","105.15","214,658.00","22,571,288.70","22,571,288.70","Consumer Discretionary","B3V9F12","US6936561009","New York Stock Exchange Inc."
"PNR","PENTAIR","Equity","0.05","45.87","492,111.00","22,573,131.57","22,573,131.57","Industrials","BLS09M3","IE00BLS09M33","New York Stock Exchange Inc."
"VOYA","VOYA FINANCIAL INC","Equity","0.05","60.98","366,439.00","22,345,450.22","22,345,450.22","Financials","BKWQ2N2","US9290891004","New York Stock Exchange Inc."
"QGEN","QIAGEN NV","Equity","0.05","33.80","659,595.00","22,294,311.00","22,294,311.00","Health Care","BYXS688","NL0012169213","New York Stock Exchange Inc."
"HFC","HOLLYFRONTIER CORP","Equity","0.05","50.71","437,810.00","22,201,345.10","22,201,345.10","Energy","B5VX1H6","US4361061082","New York Stock Exchange Inc."
"KMX","CARMAX INC","Equity","0.05","87.67","252,567.00","22,142,548.89","22,142,548.89","Consumer Discretionary","2983563","US1431301027","New York Stock Exchange Inc."
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Equity","0.05","122.43","180,318.00","22,076,332.74","22,076,332.74","Communication","2122117","US8740541094","NASDAQ"
"LSXMK","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.05","48.14","457,793.00","22,038,155.02","22,038,155.02","Communication","BD8QGH9","US5312296073","NASDAQ"
"MKC","MCCORMICK & CO NON-VOTING INC","Equity","0.05","169.73","129,703.00","22,014,490.19","22,014,490.19","Consumer Staples","2550161","US5797802064","New York Stock Exchange Inc."
"MOS","MOSAIC","Equity","0.05","21.64","1,010,180.00","21,860,295.20","21,860,295.20","Materials","B3NPHP6","US61945C1036","New York Stock Exchange Inc."
"NWL","NEWELL BRANDS INC","Equity","0.05","19.22","1,136,476.00","21,843,068.72","21,843,068.72","Consumer Discretionary","2635701","US6512291062","NASDAQ"
"CONE","CYRUSONE REIT INC","Equity","0.05","65.43","333,370.00","21,812,399.10","21,812,399.10","Real Estate","B7YRLH9","US23283R1005","NASDAQ"
"TPR","TAPESTRY INC","Equity","0.05","26.97","808,721.00","21,811,205.37","21,811,205.37","Consumer Discretionary","BF09HX3","US8760301072","New York Stock Exchange Inc."
"DVA","DAVITA INC","Equity","0.05","75.03","289,981.00","21,757,274.43","21,757,274.43","Health Care","2898087","US23918K1088","New York Stock Exchange Inc."
"DEI","DOUGLAS EMMETT REIT INC","Equity","0.05","43.90","494,659.00","21,715,530.10","21,715,530.10","Real Estate","B1G3M58","US25960P1093","New York Stock Exchange Inc."
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.05","16.90","1,275,816.00","21,561,290.40","21,561,290.40","Financials","B1W41J2","US7127041058","NASDAQ"
"SLG","SL GREEN REALTY REIT CORP","Equity","0.05","91.88","233,542.00","21,457,838.96","21,457,838.96","Real Estate","2096847","US78440X1019","New York Stock Exchange Inc."
"LYFT","LYFT INC CLASS A","Equity","0.05","43.02","497,253.00","21,391,824.06","21,391,824.06","Industrials","BJT1RW7","US55087P1049","NASDAQ"
"GNTX","GENTEX CORP","Equity","0.05","28.98","736,479.00","21,343,161.42","21,343,161.42","Consumer Discretionary","2366799","US3719011096","NASDAQ"
"MSI","MOTOROLA SOLUTIONS INC","Equity","0.05","161.14","131,709.00","21,223,588.26","21,223,588.26","Information Technology","B5BKPQ4","US6200763075","New York Stock Exchange Inc."
"EWBC","EAST WEST BANCORP INC","Equity","0.05","48.70","434,371.00","21,153,867.70","21,153,867.70","Financials","2487407","US27579R1041","NASDAQ"
"ODFL","OLD DOMINION FREIGHT LINE INC","Equity","0.05","189.78","111,079.00","21,080,572.62","21,080,572.62","Industrials","2656423","US6795801009","NASDAQ"
"BEN","FRANKLIN RESOURCES INC","Equity","0.05","25.98","809,018.00","21,018,287.64","21,018,287.64","Financials","2350684","US3546131018","New York Stock Exchange Inc."
"OC","OWENS CORNING","Equity","0.05","65.12","321,520.00","20,937,382.40","20,937,382.40","Industrials","B1FW7Q2","US6907421019","New York Stock Exchange Inc."
"GLIBA","GCI LIBERTY INC CLASS A","Equity","0.05","70.85","294,185.00","20,843,007.25","20,843,007.25","Communication","BF7J0Q0","US36164V3050","NASDAQ"
"MMC","MARSH & MCLENNAN INC","Equity","0.05","111.41","185,556.00","20,672,793.96","20,672,793.96","Financials","2567741","US5717481023","New York Stock Exchange Inc."
"JBHT","JB HUNT TRANSPORT SERVICES INC","Equity","0.05","116.78","176,928.00","20,661,651.84","20,661,651.84","Industrials","2445416","US4456581077","NASDAQ"
"STLD","STEEL DYNAMICS INC","Equity","0.05","34.04","603,961.00","20,558,832.44","20,558,832.44","Materials","2849472","US8581191009","NASDAQ"
"TCF","TCF FINANCIAL CORP","Equity","0.05","46.80","439,253.00","20,557,040.40","20,557,040.40","Financials","BK5FNZ5","US8723071036","NASDAQ"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Equity","0.05","24.86","816,016.00","20,286,157.76","20,286,157.76","Financials","B3PQ520","US85571B1052","New York Stock Exchange Inc."
"CBSH","COMMERCE BANCSHARES INC","Equity","0.05","67.94","296,878.00","20,169,891.32","20,169,891.32","Financials","2213204","US2005251036","NASDAQ"
"ACM","AECOM","Equity","0.05","43.13","467,064.00","20,144,470.32","20,144,470.32","Industrials","B1VZ431","US00766T1007","New York Stock Exchange Inc."
"NRZ","NEW RESIDENTIAL INVESTMENT REIT CO","Equity","0.05","16.11","1,244,862.00","20,054,726.82","20,054,726.82","Financials","BRJ9GW0","US64828T2015","New York Stock Exchange Inc."
"IVZ","INVESCO LTD","Equity","0.05","17.98","1,115,095.00","20,049,408.10","20,049,408.10","Financials","B28XP76","BMG491BT1088","New York Stock Exchange Inc."
"ARW","ARROW ELECTRONICS INC","Equity","0.05","84.74","236,009.00","19,999,402.66","19,999,402.66","Information Technology","2051404","US0427351004","New York Stock Exchange Inc."
"LEG","LEGGETT & PLATT INC","Equity","0.05","50.83","392,623.00","19,957,027.09","19,957,027.09","Consumer Discretionary","2510682","US5246601075","New York Stock Exchange Inc."
"CIEN","CIENA CORP","Equity","0.05","42.69","464,806.00","19,842,568.14","19,842,568.14","Information Technology","B1FLZ21","US1717793095","New York Stock Exchange Inc."
"PRGO","PERRIGO PLC","Equity","0.05","51.66","377,914.00","19,523,037.24","19,523,037.24","Health Care","BGH1M56","IE00BGH1M568","New York Stock Exchange Inc."
"IEX","IDEX CORP","Equity","0.05","172.00","113,349.00","19,496,028.00","19,496,028.00","Industrials","2456612","US45167R1041","New York Stock Exchange Inc."
"HDS","HD SUPPLY HOLDINGS INC","Equity","0.05","40.22","484,632.00","19,491,899.04","19,491,899.04","Industrials","BBL5981","US40416M1053","NASDAQ"
"ITT","ITT INC","Equity","0.05","73.91","263,173.00","19,451,116.43","19,451,116.43","Industrials","BZBY209","US45073V1089","New York Stock Exchange Inc."
"FLIR","FLIR SYSTEMS INC","Equity","0.05","52.07","370,679.00","19,301,255.53","19,301,255.53","Information Technology","2344717","US3024451011","NASDAQ"
"ACC","AMERICAN CAMPUS COMMUNITIES REIT I","Equity","0.05","47.03","409,981.00","19,281,406.43","19,281,406.43","Real Estate","B02H871","US0248351001","New York Stock Exchange Inc."
"XRX","XEROX HOLDINGS CORP","Equity","0.05","36.87","522,446.00","19,262,584.02","19,262,584.02","Information Technology","BJJD5G3","US98421M1062","New York Stock Exchange Inc."
"OSK","OSHKOSH CORP","Equity","0.05","94.65","203,244.00","19,237,044.60","19,237,044.60","Industrials","2663520","US6882392011","New York Stock Exchange Inc."
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Equity","0.05","21.61","890,244.00","19,238,172.84","19,238,172.84","Real Estate","BFTDJL8","US11120U1051","New York Stock Exchange Inc."
"FAF","FIRST AMERICAN FINANCIAL CORP","Equity","0.04","58.32","327,110.00","19,077,055.20","19,077,055.20","Financials","B4NFPK4","US31847R1023","New York Stock Exchange Inc."
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Equity","0.04","22.37","845,835.00","18,921,328.95","18,921,328.95","Financials","2659109","US6802231042","New York Stock Exchange Inc."
"NLSN","NIELSEN HOLDINGS PLC","Equity","0.04","20.30","931,734.00","18,914,200.20","18,914,200.20","Industrials","BWFY550","GB00BWFY5505","New York Stock Exchange Inc."
"INGR","INGREDION INC","Equity","0.04","92.95","200,602.00","18,645,955.90","18,645,955.90","Consumer Staples","B7K24P7","US4571871023","New York Stock Exchange Inc."
"HTA","HEALTHCARE TRUST OF AMERICA REIT I","Equity","0.04","30.28","611,830.00","18,526,212.40","18,526,212.40","Real Estate","BT9QF28","US42225P5017","New York Stock Exchange Inc."
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Equity","0.04","65.34","283,235.00","18,506,574.90","18,506,574.90","Industrials","B3MC7D6","US34964C1062","New York Stock Exchange Inc."
"SON","SONOCO PRODUCTS","Equity","0.04","61.72","298,015.00","18,393,485.80","18,393,485.80","Materials","2821395","US8354951027","New York Stock Exchange Inc."
"PK","PARK HOTELS RESORTS INC","Equity","0.04","25.87","702,047.00","18,161,955.89","18,161,955.89","Real Estate","BYVMVV0","US7005171050","New York Stock Exchange Inc."
"VRSN","VERISIGN INC","Equity","0.04","192.68","94,036.00","18,118,856.48","18,118,856.48","Information Technology","2142922","US92343E1029","NASDAQ"
"CACI","CACI INTERNATIONAL INC CLASS A","Equity","0.04","249.99","72,231.00","18,057,027.69","18,057,027.69","Information Technology","2159267","US1271903049","New York Stock Exchange Inc."
"CW","CURTISS WRIGHT CORP","Equity","0.04","140.89","127,820.00","18,008,559.80","18,008,559.80","Industrials","2241205","US2315611010","New York Stock Exchange Inc."
"MKSI","MKS INSTRUMENTS INC","Equity","0.04","110.01","162,426.00","17,868,484.26","17,868,484.26","Information Technology","2404871","US55306N1046","NASDAQ"
"CUBE","CUBESMART REIT","Equity","0.04","31.48","565,142.00","17,790,670.16","17,790,670.16","Real Estate","B6SW913","US2296631094","New York Stock Exchange Inc."
"KDP","KEURIG DR PEPPER INC","Equity","0.04","28.95","613,712.00","17,766,962.40","17,766,962.40","Consumer Staples","BD3W133","US49271V1008","New York Stock Exchange Inc."
"HZNP","HORIZON THERAPEUTICS PUBLIC PLC","Equity","0.04","36.20","489,764.00","17,729,456.80","17,729,456.80","Health Care","BQPVQZ6","IE00BQPVQZ61","NASDAQ"
"CUZ","COUSINS PROPERTIES REIT INC","Equity","0.04","41.20","428,674.00","17,661,368.80","17,661,368.80","Real Estate","BJP0MF6","US2227955026","New York Stock Exchange Inc."
"MDU","MDU RESOURCES GROUP INC","Equity","0.04","29.71","591,080.00","17,560,986.80","17,560,986.80","Utilities","2547323","US5526901096","New York Stock Exchange Inc."
"WSO","WATSCO INC","Equity","0.04","180.15","96,553.00","17,394,022.95","17,394,022.95","Industrials","2943039","US9426222009","New York Stock Exchange Inc."
"UNM","UNUM","Equity","0.04","29.16","593,967.00","17,320,077.72","17,320,077.72","Financials","2433842","US91529Y1064","New York Stock Exchange Inc."
"PCG","PG&E CORP","Equity","0.04","10.87","1,593,112.00","17,317,127.44","17,317,127.44","Utilities","2689560","US69331C1080","New York Stock Exchange Inc."
"LNG","CHENIERE ENERGY INC","Equity","0.04","61.07","282,999.00","17,282,748.93","17,282,748.93","Energy","2654364","US16411R2085","Nyse Mkt Llc"
"SEE","SEALED AIR CORP","Equity","0.04","39.83","432,765.00","17,237,029.95","17,237,029.95","Materials","2232793","US81211K1007","New York Stock Exchange Inc."
"SRCL","STERICYCLE INC","Equity","0.04","63.81","268,588.00","17,138,600.28","17,138,600.28","Industrials","2860826","US8589121081","NASDAQ"
"Z","ZILLOW GROUP INC CLASS C","Equity","0.04","45.94","372,041.00","17,091,563.54","17,091,563.54","Communication","BYXJF62","US98954M2008","NASDAQ"
"RL","RALPH LAUREN CORP CLASS A","Equity","0.04","117.22","143,519.00","16,823,297.18","16,823,297.18","Consumer Discretionary","B4V9661","US7512121010","New York Stock Exchange Inc."
"HOG","HARLEY DAVIDSON INC","Equity","0.04","37.19","451,905.00","16,806,346.95","16,806,346.95","Consumer Discretionary","2411053","US4128221086","New York Stock Exchange Inc."
"PB","PROSPERITY BANCSHARES INC","Equity","0.04","71.89","233,628.00","16,795,516.92","16,795,516.92","Financials","2310257","US7436061052","New York Stock Exchange Inc."
"CFR","CULLEN FROST BANKERS INC","Equity","0.04","97.78","169,958.00","16,618,493.24","16,618,493.24","Financials","2239556","US2298991090","New York Stock Exchange Inc."
"MAN","MANPOWER INC","Equity","0.04","97.10","170,578.00","16,563,123.80","16,563,123.80","Industrials","2562490","US56418H1005","New York Stock Exchange Inc."
"HPP","HUDSON PACIFIC PROPERTIES REIT INC","Equity","0.04","37.65","439,555.00","16,549,245.75","16,549,245.75","Real Estate","B64B9P8","US4440971095","New York Stock Exchange Inc."
"WPX","WPX ENERGY INC","Equity","0.04","13.74","1,197,013.00","16,446,958.62","16,446,958.62","Energy","B40PCD9","US98212B1035","New York Stock Exchange Inc."
"BPOP","POPULAR INC","Equity","0.04","58.75","279,845.00","16,440,893.75","16,440,893.75","Financials","B86QM90","PR7331747001","NASDAQ"
"EPR","EPR PROPERTIES REIT","Equity","0.04","70.64","232,175.00","16,400,842.00","16,400,842.00","Real Estate","B8XXZP1","US26884U1097","New York Stock Exchange Inc."
"NYCB","NEW YORK COMMUNITY BANCORP INC","Equity","0.04","12.02","1,363,125.00","16,384,762.50","16,384,762.50","Financials","2711656","US6494451031","New York Stock Exchange Inc."
"NWSA","NEWS CORP CLASS A","Equity","0.04","14.14","1,157,186.00","16,362,610.04","16,362,610.04","Communication","BBGVT40","US65249B1098","NASDAQ"
"ALXN","ALEXION PHARMACEUTICALS INC","Equity","0.04","108.15","150,477.00","16,274,087.55","16,274,087.55","Health Care","2036070","US0153511094","NASDAQ"
"JEF","JEFFERIES FINANCIAL GROUP INC","Equity","0.04","21.37","760,906.00","16,260,561.22","16,260,561.22","Financials","BG0Q4Z2","US47233W1099","New York Stock Exchange Inc."
"AOS","A O SMITH CORP","Equity","0.04","47.64","340,718.00","16,231,805.52","16,231,805.52","Industrials","2816023","US8318652091","New York Stock Exchange Inc."
"THG","HANOVER INSURANCE GROUP INC","Equity","0.04","136.67","118,175.00","16,150,977.25","16,150,977.25","Financials","2020415","US4108671052","New York Stock Exchange Inc."
"RGLD","ROYAL GOLD INC","Equity","0.04","122.25","131,331.00","16,055,214.75","16,055,214.75","Materials","2755706","US7802871084","NASDAQ"
"KEX","KIRBY CORP","Equity","0.04","89.53","179,252.00","16,048,431.56","16,048,431.56","Industrials","2493534","US4972661064","New York Stock Exchange Inc."
"M","MACYS INC","Equity","0.04","17.00","931,206.00","15,830,502.00","15,830,502.00","Consumer Discretionary","2345022","US55616P1049","New York Stock Exchange Inc."
"IDA","IDACORP INC","Equity","0.04","106.80","147,732.00","15,777,777.60","15,777,777.60","Utilities","2296937","US4511071064","New York Stock Exchange Inc."
"FOX","FOX CORP CLASS B","Equity","0.04","36.40","432,370.00","15,738,268.00","15,738,268.00","Communication","BJJMGY5","US35137L2043","NASDAQ"
"SCI","SERVICE","Equity","0.04","46.03","341,809.00","15,733,468.27","15,733,468.27","Consumer Discretionary","2797560","US8175651046","New York Stock Exchange Inc."
"NATI","NATIONAL INSTRUMENTS CORP","Equity","0.04","42.34","370,203.00","15,674,395.02","15,674,395.02","Information Technology","2645078","US6365181022","NASDAQ"
"SNX","SYNNEX CORP","Equity","0.04","128.80","121,288.00","15,621,894.40","15,621,894.40","Information Technology","2002554","US87162W1009","New York Stock Exchange Inc."
"TDG","TRANSDIGM GROUP INC","Equity","0.04","560.00","27,898.00","15,622,880.00","15,622,880.00","Industrials","B11FJK3","US8936411003","New York Stock Exchange Inc."
"RNR","RENAISSANCERE HOLDING LTD","Equity","0.04","196.02","79,180.00","15,520,863.60","15,520,863.60","Financials","2728429","BMG7496G1033","New York Stock Exchange Inc."
"LRCX","LAM RESEARCH CORP","Equity","0.04","292.40","52,868.00","15,458,603.20","15,458,603.20","Information Technology","2502247","US5128071082","NASDAQ"
"XEC","CIMAREX ENERGY","Equity","0.04","52.49","294,472.00","15,456,835.28","15,456,835.28","Energy","2987521","US1717981013","New York Stock Exchange Inc."
"FLS","FLOWSERVE CORP","Equity","0.04","49.77","310,486.00","15,452,888.22","15,452,888.22","Industrials","2288406","US34354P1057","New York Stock Exchange Inc."
"DISCA","DISCOVERY INC SERIES A","Equity","0.04","32.74","470,723.00","15,411,471.02","15,411,471.02","Communication","B3D7K31","US25470F1049","NASDAQ"
"SPG","SIMON PROPERTY GROUP REIT INC","Equity","0.04","148.96","103,129.00","15,362,095.84","15,362,095.84","Real Estate","2812452","US8288061091","New York Stock Exchange Inc."
"NUAN","NUANCE COMMUNICATIONS INC","Equity","0.04","17.83","852,425.00","15,198,737.75","15,198,737.75","Information Technology","2402121","US67020Y1001","NASDAQ"
"LSI","LIFE STORAGE INC","Equity","0.04","108.28","139,916.00","15,150,104.48","15,150,104.48","Real Estate","BDCSFJ6","US53223X1072","New York Stock Exchange Inc."
"HUN","HUNTSMAN CORP","Equity","0.04","24.16","620,452.00","14,990,120.32","14,990,120.32","Materials","B0650B9","US4470111075","New York Stock Exchange Inc."
"SABR","SABRE CORP","Equity","0.04","22.44","666,303.00","14,951,839.32","14,951,839.32","Information Technology","BLLHH27","US78573M1045","NASDAQ"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Equity","0.03","46.86","318,109.00","14,906,587.74","14,906,587.74","Utilities","2415204","US4198701009","New York Stock Exchange Inc."
"EV","EATON VANCE COM NON VOTING CORP","Equity","0.03","46.69","318,749.00","14,882,390.81","14,882,390.81","Financials","2301057","US2782651036","New York Stock Exchange Inc."
"SNV","SYNOVUS FINANCIAL CORP","Equity","0.03","39.20","377,741.00","14,807,447.20","14,807,447.20","Financials","BMH4NJ8","US87161C5013","New York Stock Exchange Inc."
"TOL","TOLL BROTHERS INC","Equity","0.03","39.51","374,286.00","14,788,039.86","14,788,039.86","Consumer Discretionary","2896092","US8894781033","New York Stock Exchange Inc."
"FHN","FIRST HORIZON NATIONAL CORP","Equity","0.03","16.56","890,890.00","14,753,138.40","14,753,138.40","Financials","2341484","US3205171057","New York Stock Exchange Inc."
"JBGS","JBG SMITH PROPERTIES","Equity","0.03","39.89","368,645.00","14,705,249.05","14,705,249.05","Real Estate","BD3BX01","US46590V1008","New York Stock Exchange Inc."
"HIW","HIGHWOODS PROPERTIES REIT INC","Equity","0.03","48.91","299,768.00","14,661,652.88","14,661,652.88","Real Estate","2420640","US4312841087","New York Stock Exchange Inc."
"MSG","MADISON SQUARE GARDEN CLASS A","Equity","0.03","294.19","49,491.00","14,559,757.29","14,559,757.29","Communication","BYQCZ35","US55825T1034","New York Stock Exchange Inc."
"GDI","GARDNER DENVER HOLDINGS INC","Equity","0.03","36.68","395,558.00","14,509,067.44","14,509,067.44","Industrials","BZ4DG90","US36555P1075","New York Stock Exchange Inc."
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Equity","0.03","64.00","226,577.00","14,500,928.00","14,500,928.00","Financials","2675097","US72346Q1040","NASDAQ"
"BLUE","BLUEBIRD BIO INC","Equity","0.03","87.75","165,039.00","14,482,172.25","14,482,172.25","Health Care","BBFL7S1","US09609G1004","NASDAQ"
"IPGP","IPG PHOTONICS CORP","Equity","0.03","144.92","99,556.00","14,427,655.52","14,427,655.52","Information Technology","2698782","US44980X1090","NASDAQ"
"JBLU","JETBLUE AIRWAYS CORP","Equity","0.03","18.72","766,466.00","14,348,243.52","14,348,243.52","Industrials","2852760","US4771431016","NASDAQ"
"MTG","MGIC INVESTMENT CORP","Equity","0.03","14.17","1,011,626.00","14,334,740.42","14,334,740.42","Financials","2548616","US5528481030","New York Stock Exchange Inc."
"WBS","WEBSTER FINANCIAL CORP","Equity","0.03","53.36","268,354.00","14,319,369.44","14,319,369.44","Financials","2945143","US9478901096","New York Stock Exchange Inc."
"HP","HELMERICH & PAYNE INC","Equity","0.03","45.43","313,151.00","14,226,449.93","14,226,449.93","Energy","2420101","US4234521015","New York Stock Exchange Inc."
"SRC","SPIRIT REALTY CAPITAL REIT INC","Equity","0.03","49.18","289,087.00","14,217,298.66","14,217,298.66","Real Estate","BHHZBZ8","US84860W3007","New York Stock Exchange Inc."
"JBL","JABIL INC","Equity","0.03","41.33","343,346.00","14,190,490.18","14,190,490.18","Information Technology","2471789","US4663131039","New York Stock Exchange Inc."
"WSM","WILLIAMS SONOMA INC","Equity","0.03","73.44","192,987.00","14,172,965.28","14,172,965.28","Consumer Discretionary","2967589","US9699041011","New York Stock Exchange Inc."
"BC","BRUNSWICK CORP","Equity","0.03","59.98","236,081.00","14,160,138.38","14,160,138.38","Consumer Discretionary","2149309","US1170431092","New York Stock Exchange Inc."
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Equity","0.03","53.87","262,325.00","14,131,447.75","14,131,447.75","Industrials","BFMBMT8","GB00BFMBMT84","New York Stock Exchange Inc."
"WAL","WESTERN ALLIANCE","Equity","0.03","57.00","246,446.00","14,047,422.00","14,047,422.00","Financials","B0CCGJ4","US9576381092","New York Stock Exchange Inc."
"WYND","WYNDHAM DESTINATIONS INC","Equity","0.03","51.69","271,152.00","14,015,846.88","14,015,846.88","Consumer Discretionary","B198391","US98310W1080","New York Stock Exchange Inc."
"AGCO","AGCO CORP","Equity","0.03","77.25","181,422.00","14,014,849.50","14,014,849.50","Industrials","2010278","US0010841023","New York Stock Exchange Inc."
"GPK","GRAPHIC PACKAGING HOLDING","Equity","0.03","16.65","840,742.00","13,998,354.30","13,998,354.30","Materials","B2Q8249","US3886891015","New York Stock Exchange Inc."
"ASH","ASHLAND GLOBAL INC","Equity","0.03","76.53","181,682.00","13,904,123.46","13,904,123.46","Materials","BYND5N1","US0441861046","New York Stock Exchange Inc."
"AL","AIR LEASE CORP CLASS A","Equity","0.03","47.52","291,249.00","13,840,152.48","13,840,152.48","Industrials","B3XS562","US00912X3026","New York Stock Exchange Inc."
"AME","AMETEK INC","Equity","0.03","99.74","136,982.00","13,662,584.68","13,662,584.68","Industrials","2089212","US0311001004","New York Stock Exchange Inc."
"PACW","PACWEST BANCORP","Equity","0.03","38.27","356,615.00","13,647,656.05","13,647,656.05","Financials","2619772","US6952631033","NASDAQ"
"FSLR","FIRST SOLAR INC","Equity","0.03","55.96","242,076.00","13,546,572.96","13,546,572.96","Information Technology","B1HMF22","US3364331070","NASDAQ"
"CREE","CREE INC","Equity","0.03","46.15","293,115.00","13,527,257.25","13,527,257.25","Information Technology","2232351","US2254471012","NASDAQ"
"PWR","QUANTA SERVICES INC","Equity","0.03","40.71","330,348.00","13,448,467.08","13,448,467.08","Industrials","2150204","US74762E1029","New York Stock Exchange Inc."
"AGO","ASSURED GUARANTY LTD","Equity","0.03","49.02","273,917.00","13,427,411.34","13,427,411.34","Financials","B00V7H8","BMG0585R1060","New York Stock Exchange Inc."
"SERV","SERVICEMASTER GLOBAL HOLDINGS INC","Equity","0.03","38.66","344,101.00","13,302,944.66","13,302,944.66","Consumer Discretionary","BNG8BF0","US81761R1095","New York Stock Exchange Inc."
"ATR","APTARGROUP INC","Equity","0.03","115.62","114,564.00","13,245,889.68","13,245,889.68","Materials","2045247","US0383361039","New York Stock Exchange Inc."
"ALK","ALASKA AIR GROUP INC","Equity","0.03","67.75","192,320.00","13,029,680.00","13,029,680.00","Industrials","2012605","US0116591092","New York Stock Exchange Inc."
